feature,log2FC,p_value,q_value,grad_avg,grad_mag,volcano_weight,metric_abs,metric_signed,sig_up,sig_down
188,-0.9902987480163574,0.6467281181060612,0.9997757329456118,-0.011726839,0.011726839,0.18927825661460168,0.18744202055215886,-0.18744202055215886,False,False
189,0.09126949310302734,0.20895449991357234,0.9601468684861524,0.044409193,0.044409193,0.6799482717249966,0.06205853409661994,0.06205853409661994,False,False
190,0.9972162246704102,0.34384305295182893,0.971212108868334,0.053224474,0.053224474,0.4636397457735061,0.4623490768874045,0.4623490768874045,False,False
191,-0.07373261451721191,0.9856632525483398,0.9997757329456118,0.012889267,0.012889267,0.0062714344904516665,0.00046240926175442006,-0.00046240926175442006,False,False
192,0.017945289611816406,0.8867685573555533,0.9997757329456118,0.010152102,0.010152102,0.052189714304808975,0.0009365595379577546,0.0009365595379577546,False,False
193,3.8585422039031982,0.3780149364373525,0.9997757329456118,0.036298633,0.036298633,0.42249103962265916,1.6301995071549686,1.6301995071549686,False,False
194,-0.0155029296875,0.7037668997718043,0.9997757329456118,-0.012004208,0.012004208,0.15257116316792702,0.0023653000149324623,-0.0023653000149324623,False,False
195,-0.051849365234375,0.7737569679836005,0.9997757329456118,0.007790285,0.007790285,0.11139542696284108,0.005775782178035492,-0.005775782178035492,False,False
196,0.8533439636230469,0.6627392435810364,0.9997757329456118,-0.010292705,0.010292705,0.1786573122426398,0.15245613895937454,0.15245613895937454,False,False
197,-0.023914337158203125,0.9116571661827437,0.9997757329456118,-0.043678965,0.043678965,0.0401684498592533,0.0009606018530565603,-0.0009606018530565603,False,False
198,-0.03164482116699219,0.8513807666864703,0.9997757329456118,-0.027244268,0.027244268,0.06987616507770224,0.002211218747719112,-0.002211218747719112,False,False
199,-0.9420061111450195,0.3595499584967389,0.9850683794431201,-0.012419048,0.012419048,0.44424075704176863,0.4184775079530359,-0.4184775079530359,False,False
