feature,is_true_up,is_true_down,log2FC,p_value,q_value,neglog10p,volcano_weight,metric_abs,avg_grad,grad_mag
187,False,False,0.25487192684786936,0.06396828650519046,0.2907649386599566,1.1940352824121427,1.1940352824121427,0.3043260731527227,0.023638243,0.023638243
188,False,False,0.016134675621662934,0.8907725874773015,0.9899961316524615,0.050233156355696175,0.050233156355696175,0.0008104956832514336,0.0046407767,0.0046407767
189,False,False,0.0723312007379003,0.5183078829586136,0.8910790650153227,0.2854121859137148,0.2854121859137148,0.020644206112367825,0.0031616578,0.0031616578
190,False,False,0.07746927218399713,0.43540339303618314,0.8840201977284382,0.3611081908871396,0.3611081908871396,0.027974788727706607,0.00013669491,0.00013669491
191,False,False,-0.02350555232910165,0.864400686432843,0.9899961316524615,0.06328489690925264,0.06328489690925264,0.0014875464559422412,-0.006461145,0.006461145
192,False,False,-0.02055696357125363,0.8786592509734034,0.9899961316524615,0.05617951413333616,0.05617951413333616,0.0011548802254897198,0.004295146,0.004295146
193,False,False,-0.005540148276312143,0.9559904393574149,0.9899961316524615,0.01954645098235219,0.01954645098235219,0.00010829023671789828,0.01609758,0.01609758
194,False,False,0.08588338979008371,0.4364804819118707,0.8840201977284382,0.3600351718610299,0.3600351718610299,0.03092104100308061,0.00037702217,0.00037702217
195,False,False,-0.20507867531737684,0.11294853819039292,0.4610144415934405,0.9471193854603438,0.9471193854603438,0.19423398893761532,-0.007345013,0.007345013
196,False,True,-0.6129143396890433,2.27107312448443e-09,4.129223862698964e-08,8.643768882051155,8.643768882051155,5.297889896767084,-0.1929256,0.1929256
197,False,False,0.019328178076089345,0.8543168942383638,0.9876495887148714,0.06838100531683311,0.06838100531683311,0.0013216802477857626,-0.0021474203,0.0021474203
198,False,False,0.1526167865462964,0.2760433777806273,0.7775869796637389,0.5590226670271157,0.5590226670271157,0.08531624304821864,-0.0006340317,0.0006340317
199,False,True,-0.6100318485249074,2.3415540935569584e-08,3.122072124742611e-07,7.630495804885133,7.630495804885133,4.654845461015629,-0.15665571,0.15665571
